Date,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-10-25,France,4993,6904071,4,115063
2021-10-26,France,1011,6905082,38,115101
2021-10-27,France,6251,6911333,36,115137
2021-10-28,France,6437,6917770,31,115168
2021-10-29,France,6126,6923896,23,115191
2021-10-30,France,6061,6929957,21,115212
2021-10-31,France,7285,6937242,20,115232
2021-11-01,France,6329,6943571,12,115244
2021-11-02,France,1834,6945405,6,115250
2021-11-03,France,1859,6947264,84,115334
2021-11-04,France,9503,6956767,33,115367
2021-11-05,France,9373,6966140,47,115414
2021-11-06,France,8451,6974591,10,115424
2021-11-07,France,9537,6984128,25,115449
2021-11-08,France,8489,6992617,8,115457
2021-11-09,France,1958,6994575,54,115511
2021-11-10,France,11500,7006075,42,115553
2021-11-11,France,11822,7017897,31,115584
2021-11-12,France,12504,7030401,17,115601
2021-11-13,France,3600,7034001,44,115645
2021-11-14,France,14645,7048646,16,115661
2021-11-15,France,12475,7061121,17,115678
2021-11-16,France,3162,7064283,75,115753
2021-11-17,France,18413,7082696,44,115797
2021-11-18,France,20201,7102897,56,115853
2021-11-19,France,19840,7122737,49,115902
2021-11-20,France,20847,7143584,49,115951
2021-11-21,France,22568,7166152,22,115973
2021-11-22,France,19749,7185901,15,115988
2021-11-23,France,5201,7191102,96,116084
2021-11-24,France,28255,7219357,82,116166
2021-11-25,France,32451,7251808,76,116242
2021-11-26,France,33320,7285128,72,116314
2021-11-27,France,34251,7319379,58,116372
2021-11-28,France,37137,7356516,32,116404
2021-11-29,France,31642,7388158,23,116427
2021-11-30,France,5981,7394139,118,116545
2021-12-01,France,46975,7441114,110,116655
2021-12-02,France,49563,7490677,95,116750
2021-12-03,France,48129,7538806,97,116847
2021-12-04,France,49549,7588355,124,116971
2021-12-05,France,51523,7639878,47,117018
2021-12-06,France,42222,7682100,29,117047
2021-12-07,France,8530,7690630,184,117231
2021-12-08,France,58796,7749426,171,117402
2021-12-09,France,61148,7810574,122,117524
2021-12-10,France,56609,7867183,135,117659
2021-12-11,France,55020,7922203,144,117803
2021-12-12,France,53647,7975850,65,117868
2021-12-13,France,43848,8019698,48,117916
2021-12-14,France,8434,8028132,238,118154
2021-12-15,France,63123,8091255,148,118302
2021-12-16,France,65586,8156841,144,118446
2021-12-17,France,60647,8217488,181,118627
2021-12-18,France,57914,8275402,160,118787
2021-12-19,France,58409,8333811,82,118869
2021-12-20,France,48473,8382284,75,118944
2021-12-21,France,14684,8396968,222,119166
2021-12-22,France,72634,8469602,224,119390
2021-12-23,France,79567,8549169,162,119552
2021-12-24,France,91288,8640457,176,119728
2021-12-25,France,93532,8733989,165,119893
2021-12-26,France,104505,8838494,81,119974
2021-12-27,France,27697,8866191,96,120070
2021-12-28,France,29767,8895958,254,120324
2021-12-29,France,174296,9070254,281,120605
2021-12-30,France,207692,9277946,183,120788
2021-12-31,France,204636,9482582,174,120962
2022-01-01,France,229948,9712530,186,121148
2022-01-02,France,219126,9931656,110,121258
2022-01-03,France,58432,9990088,91,121349
2022-01-04,France,62804,10052892,268,121617
2022-01-05,France,261541,10314433,338,121955
2022-01-06,France,329558,10643991,246,122201
2022-01-07,France,258245,10902236,201,122402
2022-01-08,France,322327,11224563,191,122593
2022-01-09,France,303669,11528232,142,122735
2022-01-10,France,290057,11818289,90,122825
2022-01-11,France,88617,11906906,279,123104
2022-01-12,France,343164,12250070,319,123423
2022-01-13,France,358044,12608114,245,123668
2022-01-14,France,299641,12907755,225,123893
2022-01-15,France,308908,13216663,179,124072
2022-01-16,France,324580,13541243,144,124216
2022-01-17,France,278129,13819372,98,124314
2022-01-18,France,98892,13918264,296,124610
2022-01-19,France,428429,14346693,336,124946
2022-01-20,France,432729,14779422,227,125173
2022-01-21,France,421807,15201229,240,125413
2022-01-22,France,379597,15580826,218,125631
2022-01-23,France,387472,15968298,165,125796
2022-01-24,France,301339,16269637,115,125911
2022-01-25,France,60695,16330332,353,126264
2022-01-26,France,500563,16830895,465,126729
2022-01-27,France,421898,17252793,253,126982
2022-01-28,France,390453,17643246,267,127249
2022-01-29,France,337275,17980521,243,127492
2022-01-30,France,330748,18311269,173,127665
2022-01-31,France,240671,18551940,108,127773
2022-02-01,France,82378,18634318,347,128120
2022-02-02,France,367424,19001742,342,128462
2022-02-03,France,311639,19313381,266,128728
2022-02-04,France,274179,19587560,262,128990
2022-02-05,France,239755,19827315,353,129343
2022-02-06,France,213366,20040681,170,129513
2022-02-07,France,149713,20190394,112,129625
2022-02-08,France,45694,20236088,417,130042
2022-02-09,France,201219,20437307,654,130696
2022-02-10,France,176501,20613808,272,130968
2022-02-11,France,153009,20766817,370,131338
2022-02-12,France,129791,20896608,268,131606
2022-02-13,France,117574,21014182,160,131766
2022-02-14,France,86562,21100744,107,131873
2022-02-15,France,26360,21127104,384,132257
2022-02-16,France,118385,21245489,350,132607
2022-02-17,France,98697,21344186,276,132883
2022-02-18,France,92318,21436504,286,133169
2022-02-19,France,78410,21514914,284,133453
2022-02-20,France,73008,21587922,145,133598
2022-02-21,France,58933,21646855,114,133712
2022-02-22,France,3480,21650335,245,133957
2022-02-23,France,95944,21746279,275,134232
2022-02-24,France,66801,21813080,210,134442
2022-02-25,France,66714,21879794,281,134723
2022-02-26,France,53362,21933156,156,134879
2022-02-27,France,53623,21986779,101,134980
2022-02-28,France,42569,22029348,76,135056
2022-03-01,France,3447,22032795,206,135262
2022-03-02,France,79705,22112500,209,135471
2022-03-03,France,56214,22168714,185,135656
2022-03-04,France,59935,22228649,179,135835
2022-03-05,France,55714,22284363,179,136014
2022-03-06,France,52449,22336812,120,136134
2022-03-07,France,45328,22382140,32,136166
2022-03-08,France,1243,22383383,157,136323
2022-03-09,France,89546,22472929,166,136489
2022-03-10,France,67257,22540186,153,136642
2022-03-11,France,72891,22613077,106,136748
2022-03-12,France,68752,22681829,143,136891
2022-03-13,France,72443,22754272,51,136942
2022-03-14,France,60422,22814694,29,136971
2022-03-15,France,9986,22824680,176,137147
2022-03-16,France,113572,22938252,146,137293
2022-03-17,France,107225,23045477,172,137465
2022-03-18,France,100519,23145996,113,137578
2022-03-19,France,92516,23238512,107,137685
2022-03-20,France,98104,23336616,62,137747
2022-03-21,France,81228,23417844,30,137777
2022-03-22,France,23602,23441446,152,137929
2022-03-23,France,168907,23610353,120,138049
2022-03-24,France,144951,23755304,100,138149
2022-03-25,France,148243,23903547,124,138273
2022-03-26,France,139188,24042735,118,138391
2022-03-27,France,139000,24181735,65,138456
2022-03-28,France,110174,24291909,41,138497
2022-03-29,France,19699,24311608,142,138639
2022-03-30,France,216341,24527949,163,138802
2022-03-31,France,169024,24696973,149,138951
2022-04-01,France,167812,24864785,138,139089
2022-04-02,France,143972,25008757,125,139214
2022-04-03,France,132114,25140871,68,139282
2022-04-04,France,102266,25243137,31,139313
2022-04-05,France,16652,25259789,138,139451
2022-04-06,France,201995,25461784,127,139578
2022-04-07,France,161950,25623734,128,139706
2022-04-08,France,157666,25781400,105,139811
2022-04-09,France,145117,25926517,137,139948
2022-04-10,France,141375,26067892,87,140035
2022-04-11,France,107654,26175546,45,140080
2022-04-12,France,25492,26201038,178,140258
2022-04-13,France,177974,26379012,148,140406
2022-04-14,France,146307,26525319,152,140558
2022-04-15,France,136424,26661743,133,140691
2022-04-16,France,122231,26783974,150,140841
2022-04-17,France,111268,26895242,61,140902
2022-04-18,France,86650,26981892,35,140937
2022-04-19,France,19810,27001702,48,140985
2022-04-20,France,25465,27027167,182,141167
2022-04-21,France,155711,27182878,227,141394
2022-04-22,France,89190,27272068,174,141568
2022-04-23,France,85499,27357567,145,141713
2022-04-24,France,80571,27438138,75,141788
2022-04-25,France,58954,27497092,40,141828
2022-04-26,France,13984,27511076,197,142025
2022-04-27,France,84609,27595685,163,142188
2022-04-28,France,67711,27663396,152,142340
2022-04-29,France,57103,27720499,131,142471
2022-04-30,France,50365,27770864,156,142627
2022-05-01,France,49482,27820346,61,142688
2022-05-02,France,36726,27857072,32,142720
2022-05-03,France,8737,27865809,173,142893
2022-05-04,France,56086,27921895,120,143013
2022-05-05,France,47925,27969820,114,143127
2022-05-06,France,42203,28012023,122,143249
2022-05-07,France,37537,28049560,109,143358
2022-05-08,France,37958,28087518,62,143420
2022-05-09,France,29324,28116842,54,143474
2022-05-10,France,7354,28124196,126,143600
2022-05-11,France,48584,28172780,123,143723
2022-05-12,France,40287,28213067,96,143819
2022-05-13,France,31824,28244891,82,143901
2022-05-14,France,30100,28274991,98,143999
2022-05-15,France,30459,28305450,74,144073
2022-05-16,France,17301,28322751,13,144086
2022-05-17,France,5936,28328687,126,144212
2022-05-18,France,43624,28372311,90,144302
2022-05-19,France,29995,28402306,80,144382
2022-05-20,France,22962,28425268,67,144449
2022-05-21,France,20943,28446211,63,144512
2022-05-22,France,22507,28468718,44,144556
2022-05-23,France,16965,28485683,11,144567
2022-05-24,France,1134,28486817,75,144642
2022-05-25,France,32029,28518846,88,144730
2022-05-26,France,22004,28540850,51,144781
2022-05-27,France,20595,28561445,28,144809
2022-05-28,France,4811,28566256,24,144833
2022-05-29,France,15638,28581894,23,144856
2022-05-30,France,16382,28598276,14,144870
2022-05-31,France,4673,28602949,85,144955
2022-06-01,France,33084,28636033,69,145024
2022-06-02,France,26068,28662101,58,145082
2022-06-03,France,25365,28687466,41,145123
2022-06-04,France,22584,28710050,37,145160
2022-06-05,France,19747,28729797,30,145190
2022-06-06,France,20542,28750339,10,145200
2022-06-07,France,6184,28756523,9,145209
2022-06-08,France,9703,28766226,62,145271
2022-06-09,France,53705,28819931,77,145348
2022-06-10,France,40151,28860082,42,145390
2022-06-11,France,5998,28866080,28,145418
2022-06-12,France,6075,28872155,20,145438
2022-06-13,France,78014,28950169,2,145440
2022-06-14,France,8474,28958643,67,145507
2022-06-15,France,65425,29024068,57,145564
2022-06-16,France,51885,29075953,49,145613
2022-06-17,France,53081,29129034,49,145662
2022-06-18,France,39241,29168275,34,145696
2022-06-19,France,50266,29218541,19,145715
2022-06-20,France,40125,29258666,3,145718
2022-06-21,France,10263,29268929,37,145755
2022-06-22,France,95217,29364146,56,145811
2022-06-23,France,77967,29442113,66,145877
2022-06-24,France,79795,29521908,40,145917
2022-06-25,France,68601,29590509,35,145952
2022-06-26,France,80926,29671435,30,145982
2022-06-27,France,66301,29737736,11,145993
2022-06-28,France,16101,29753837,43,146036
2022-06-29,France,147248,29901085,37,146073
2022-06-30,France,124724,30025809,48,146121
2022-07-01,France,133265,30159074,42,146163
2022-07-02,France,115435,30274509,42,146205
2022-07-03,France,122639,30397148,30,146235
2022-07-04,France,96191,30493339,14,146249
2022-07-05,France,24418,30517757,97,146346
2022-07-06,France,206554,30724311,75,146421
2022-07-07,France,151565,30875876,46,146467
2022-07-08,France,161187,31037063,89,146556
2022-07-09,France,131345,31168408,62,146618
2022-07-10,France,116405,31284813,39,146657
2022-07-11,France,110589,31395402,15,146672
2022-07-12,France,24343,31419745,108,146780
2022-07-13,France,182006,31601751,126,146906
2022-07-14,France,127529,31729280,109,147015
2022-07-15,France,115424,31844704,48,147063
2022-07-16,France,14911,31859615,101,147164
2022-07-17,France,124009,31983624,59,147223
2022-07-18,France,73668,32057292,26,147249
2022-07-19,France,17733,32075025,174,147423
2022-07-20,France,134188,32209213,144,147567
2022-07-21,France,85747,32294960,119,147686
2022-07-22,France,80624,32375584,133,147819
2022-07-23,France,67587,32443171,100,147919
2022-07-24,France,68532,32511703,57,147976
2022-07-25,France,50032,32561735,23,147999
2022-07-26,France,11195,32572930,130,148129
2022-07-27,France,81818,32654748,112,148241
2022-07-28,France,58638,32713386,103,148344
2022-07-29,France,50518,32763904,112,148456
2022-07-30,France,40224,32804128,74,148530
2022-07-31,France,41278,32845406,55,148585
2022-08-01,France,31535,32876941,20,148605
2022-08-02,France,7249,32884190,121,148726
2022-08-03,France,54105,32938295,101,148827
2022-08-04,France,32965,32971260,83,148910
2022-08-05,France,33751,33005011,87,148997
2022-08-06,France,26466,33031477,69,149066
2022-08-07,France,28518,33059995,45,149111
2022-08-08,France,21528,33081523,20,149131
2022-08-09,France,5090,33086613,109,149240
2022-08-10,France,38211,33124824,111,149351
2022-08-11,France,27081,33151905,88,149439
2022-08-12,France,19410,33171315,72,149511
2022-08-13,France,19811,33191126,66,149577
2022-08-14,France,21175,33212301,37,149614
2022-08-15,France,16347,33228648,21,149635
2022-08-16,France,4564,33233212,7,149642
2022-08-17,France,6325,33239537,113,149755
2022-08-18,France,30652,33270189,91,149846
2022-08-19,France,23271,33293460,92,149938
2022-08-20,France,18260,33311720,61,149999
2022-08-21,France,19870,33331590,40,150039
2022-08-22,France,14811,33346401,13,150052
2022-08-23,France,4012,33350413,63,150115
2022-08-24,France,28988,33379401,88,150203
2022-08-25,France,21289,33400690,57,150260
2022-08-26,France,13851,33414541,38,150298
2022-08-27,France,16317,33430858,43,150341
2022-08-28,France,17833,33448691,23,150364
2022-08-29,France,13331,33462022,9,150373
2022-08-30,France,3806,33465828,78,150451
2022-08-31,France,27358,33493186,72,150523
2022-09-01,France,19240,33512426,54,150577
2022-09-02,France,11392,33523818,28,150605
2022-09-03,France,16399,33540217,55,150660
2022-09-04,France,15597,33555814,14,150674
2022-09-05,France,12157,33567971,2,150676
2022-09-06,France,3443,33571414,67,150743
2022-09-07,France,26918,33598332,60,150803
2022-09-08,France,15481,33613813,41,150844
2022-09-09,France,19800,33633613,58,150902
2022-09-10,France,15038,33648651,16,150918
2022-09-11,France,19517,33668168,15,150933
2022-09-12,France,15769,33683937,4,150937
2022-09-13,France,4579,33688516,40,150977
2022-09-14,France,41850,33730366,49,151026
2022-09-15,France,31003,33761369,28,151054
2022-09-16,France,33118,33794487,32,151086
2022-09-17,France,28686,33823173,28,151114
2022-09-18,France,33162,33856335,11,151125
2022-09-19,France,22574,33878909,1,151126
2022-09-20,France,5211,33884120,58,151184
2022-09-21,France,51816,33935936,48,151232
2022-09-22,France,36925,33972861,27,151259
2022-09-23,France,38425,34011286,30,151289
2022-09-24,France,36753,34048039,27,151316
2022-09-25,France,38024,34086063,14,151330
2022-09-26,France,30860,34116923,8,151338
2022-09-27,France,7478,34124401,51,151389
2022-09-28,France,73639,34198040,40,151429
2022-09-29,France,52787,34250827,42,151471
2022-09-30,France,51348,34302175,33,151504
2022-10-01,France,46121,34348296,29,151533
2022-10-02,France,46547,34394843,17,151550
2022-10-03,France,37074,34431917,7,151557
2022-10-04,France,8688,34440605,62,151619
2022-10-05,France,89185,34529790,74,151693
2022-10-06,France,66564,34596354,47,151740
2022-10-07,France,65165,34661519,49,151789
2022-10-08,France,60542,34722061,53,151842
2022-10-09,France,57270,34779331,26,151868
2022-10-10,France,42265,34821596,7,151875
2022-10-11,France,9367,34830963,79,151954
2022-10-12,France,94753,34925716,85,152039
2022-10-13,France,67948,34993664,55,152094
2022-10-14,France,63862,35057526,60,152154
2022-10-15,France,58150,35115676,79,152233
2022-10-16,France,55394,35171070,35,152268
2022-10-17,France,41657,35212727,15,152283
2022-10-18,France,9416,35222143,112,152395
2022-10-19,France,87666,35309809,101,152496
2022-10-20,France,63031,35372840,106,152602
2022-10-21,France,56442,35429282,67,152669
2022-10-22,France,48556,35477838,80,152749
2022-10-23,France,43734,35521572,33,152782
2022-10-24,France,31470,35553042,17,152799
2022-10-25,France,6905,35559947,122,152921
2022-10-26,France,59653,35619600,131,153052
2022-10-27,France,41185,35660785,60,153112
2022-10-28,France,36733,35697518,70,153182
2022-10-29,France,25720,35723238,61,153243
2022-10-30,France,22723,35745961,41,153284
2022-10-31,France,16456,35762417,9,153293
2022-11-01,France,3767,35766184,112,153405
2022-11-02,France,29525,35795709,53,153458
2022-11-03,France,5304,35801013,97,153555
2022-11-04,France,41938,35842951,48,153603
2022-11-05,France,28918,35871869,78,153681
2022-11-06,France,26840,35898709,34,153715
2022-11-07,France,21178,35919887,9,153724
2022-11-08,France,3642,35923529,109,153833
2022-11-09,France,40591,35964120,117,153950
2022-11-10,France,28117,35992237,72,154022
2022-11-11,France,26601,36018838,50,154072
2022-11-12,France,26241,36045079,33,154105
2022-11-13,France,5577,36050656,15,154120
2022-11-14,France,27155,36077811,2,154122
2022-11-15,France,6000,36083811,100,154222
2022-11-16,France,48971,36132782,110,154332
2022-11-17,France,34681,36167463,71,154403
2022-11-18,France,32756,36200219,84,154487
2022-11-19,France,36869,36237088,74,154561
2022-11-20,France,45916,36283004,73,154634
2022-11-21,France,14180,36297184,6,154640
2022-11-22,France,6731,36303915,94,154734
2022-11-23,France,64772,36368687,89,154823
2022-11-24,France,49188,36417875,84,154907
2022-11-25,France,48321,36466196,60,154967
2022-11-26,France,48629,36514825,68,155035
2022-11-27,France,48331,36563156,29,155064
2022-11-28,France,36230,36599386,5,155069
2022-11-29,France,9251,36608637,94,155163
2022-11-30,France,91814,36700451,88,155251
2022-12-01,France,68382,36768833,91,155342
2022-12-02,France,66625,36835458,75,155417
2022-12-03,France,59008,36894466,67,155484
2022-12-04,France,52908,36947374,38,155522
2022-12-05,France,39031,36986405,10,155532
2022-12-06,France,10565,36996970,86,155618
2022-12-07,France,105516,37102486,117,155735
2022-12-08,France,75752,37178238,93,155828
2022-12-09,France,70057,37248295,60,155888
2022-12-10,France,64801,37313096,94,155982
2022-12-11,France,61482,37374578,62,156044
2022-12-12,France,44844,37419422,25,156069
2022-12-13,France,10862,37430284,167,156236
2022-12-14,France,97037,37527321,138,156374
2022-12-15,France,68326,37595647,114,156488
2022-12-16,France,62112,37657759,106,156594
2022-12-17,France,56361,37714120,130,156724
2022-12-18,France,52544,37766664,45,156769
2022-12-19,France,35879,37802543,34,156803
2022-12-20,France,8201,37810744,178,156981
2022-12-21,France,71212,37881956,130,157111
2022-12-22,France,54565,37936521,127,157238
2022-12-23,France,47594,37984115,119,157357
2022-12-24,France,43766,38027881,158,157515
2022-12-25,France,40494,38068375,58,157573
2022-12-26,France,22690,38091065,18,157591
2022-12-27,France,5410,38096475,133,157724
2022-12-28,France,30989,38127464,208,157932
2022-12-29,France,26081,38153545,140,158072
2022-12-30,France,22563,38176108,131,158203
2022-12-31,France,23705,38199813,115,158318
2023-01-01,France,21836,38221649,52,158370
2023-01-02,France,14180,38235829,24,158394
2023-01-03,France,2218,38238047,172,158566
2023-01-04,France,22916,38260963,163,158729
2023-01-05,France,14105,38275068,123,158852
2023-01-06,France,9356,38284424,139,158991
2023-01-07,France,10383,38294807,126,159117
2023-01-08,France,8961,38303768,54,159171
2023-01-09,France,6079,38309847,18,159189
2023-01-10,France,1697,38311544,145,159334
2023-01-11,France,11715,38323259,115,159449
2023-01-12,France,7635,38330894,88,159537
2023-01-13,France,5946,38336840,49,159586
2023-01-14,France,6202,38343042,101,159687
2023-01-15,France,5429,38348471,27,159714
2023-01-16,France,3861,38352332,5,159719
2023-01-17,France,1230,38353562,80,159799
2023-01-18,France,8381,38361943,99,159898
2023-01-19,France,5894,38367837,82,159980
2023-01-20,France,3997,38371834,63,160043
2023-01-21,France,4445,38376279,44,160087
2023-01-22,France,4324,38380603,30,160117
2023-01-23,France,3477,38384080,9,160126
2023-01-24,France,701,38384781,100,160226
2023-01-25,France,7263,38392044,59,160285
2023-01-26,France,5347,38397391,34,160319
2023-01-27,France,5287,38402678,50,160369
2023-01-28,France,3583,38406261,41,160410
2023-01-29,France,4513,38410774,31,160441
2023-01-30,France,3802,38414576,6,160447
2023-01-31,France,722,38415298,56,160503
2023-02-01,France,6860,38422158,57,160560
2023-02-02,France,4506,38426664,53,160613
2023-02-03,France,3315,38429979,50,160663
2023-02-04,France,3618,38433597,28,160691
2023-02-05,France,3312,38436909,21,160712
2023-02-06,France,2632,38439541,0,160712
2023-02-07,France,547,38440088,39,160751
2023-02-08,France,4999,38445087,42,160793
2023-02-09,France,3991,38449078,31,160824
2023-02-10,France,3651,38452729,17,160841
2023-02-11,France,3366,38456095,20,160861
2023-02-12,France,3187,38459282,11,160872
2023-02-13,France,2469,38461751,1,160873
2023-02-14,France,589,38462340,38,160911
2023-02-15,France,4986,38467326,35,160946
2023-02-16,France,3972,38471298,35,160981
2023-02-17,France,4021,38475319,27,161008
2023-02-18,France,3589,38478908,28,161036
2023-02-19,France,4236,38483144,16,161052
2023-02-20,France,2999,38486143,1,161053
2023-02-21,France,807,38486950,30,161083
2023-02-22,France,5772,38492722,32,161115
2023-02-23,France,4584,38497306,38,161153
2023-02-24,France,4489,38501795,19,161172
2023-02-25,France,3917,38505712,29,161201
2023-02-26,France,3843,38509555,16,161217
2023-02-27,France,2942,38512497,1,161218
2023-02-28,France,736,38513233,35,161253
2023-03-01,France,5651,38518884,34,161287
2023-03-02,France,4525,38523409,25,161312
2023-03-03,France,4196,38527605,21,161333
2023-03-04,France,3194,38530799,21,161354
2023-03-05,France,4013,38534812,17,161371
2023-03-06,France,3180,38537992,0,161371
2023-03-07,France,745,38538737,26,161397
2023-03-08,France,7063,38545800,24,161421
2023-03-09,France,5987,38551787,27,161448
2023-03-10,France,6308,38558095,11,161459
2023-03-11,France,6188,38564283,28,161487
2023-03-12,France,6072,38570355,9,161496
2023-03-13,France,4558,38574913,0,161496
2023-03-14,France,886,38575799,40,161536
2023-03-15,France,9937,38585736,27,161563
2023-03-16,France,8348,38594084,24,161587
2023-03-17,France,7932,38602016,24,161611
2023-03-18,France,7228,38609244,26,161637
2023-03-19,France,7210,38616454,11,161648
2023-03-20,France,5459,38621913,2,161650
2023-03-21,France,1237,38623150,46,161696
2023-03-22,France,11519,38634669,35,161731
2023-03-23,France,9759,38644428,13,161744
2023-03-24,France,9249,38653677,29,161773
2023-03-25,France,8839,38662516,15,161788
2023-03-26,France,8435,38670951,18,161806
2023-03-27,France,6211,38677162,5,161811
2023-03-28,France,1464,38678626,42,161853
2023-03-29,France,11476,38690102,39,161892
2023-03-30,France,10884,38700986,36,161928
2023-03-31,France,9519,38710505,0,161928
2023-04-01,France,9211,38719716,69,161997
2023-04-02,France,8455,38728171,13,162010
2023-04-03,France,6027,38734198,7,162017
2023-04-04,France,1453,38735651,38,162055
2023-04-05,France,12191,38747842,25,162080
2023-04-06,France,9922,38757764,33,162113
2023-04-07,France,9374,38767138,35,162148
2023-04-08,France,8786,38775924,28,162176
2023-04-09,France,7739,38783663,16,162192
2023-04-10,France,6474,38790137,4,162196
2023-04-11,France,1342,38791479,3,162199
2023-04-12,France,1884,38793363,36,162235
2023-04-13,France,14188,38807551,54,162289
2023-04-14,France,10678,38818229,29,162318
2023-04-15,France,9467,38827696,25,162343
2023-04-16,France,8186,38835882,11,162354
2023-04-17,France,5805,38841687,3,162357
2023-04-18,France,1411,38843098,95,162452
2023-04-19,France,10616,38853714,26,162478
2023-04-20,France,8807,38862521,48,162526
2023-04-21,France,8201,38870722,34,162560
2023-04-22,France,7400,38878122,43,162603
2023-04-23,France,6561,38884683,24,162627
2023-04-24,France,5008,38889691,9,162636
2023-04-25,France,1185,38890876,61,162697
2023-04-26,France,8895,38899771,40,162737
2023-04-27,France,7490,38907261,38,162775
2023-04-28,France,6609,38913870,56,162831
2023-04-29,France,6144,38920014,37,162868
2023-04-30,France,5347,38925361,17,162885
2023-05-01,France,4030,38929391,2,162887
2023-05-02,France,1098,38930489,4,162891
2023-05-03,France,1065,38931554,63,162954
2023-05-04,France,8715,38940269,65,163019
2023-05-05,France,6161,38946430,57,163076
2023-05-06,France,5505,38951935,44,163120
2023-05-07,France,5103,38957038,5,163125
2023-05-08,France,3301,38960339,4,163129
2023-05-09,France,759,38961098,3,163132
2023-05-10,France,1044,38962142,39,163171
2023-05-11,France,6708,38968850,43,163214
2023-05-12,France,4657,38973507,28,163242
2023-05-13,France,9003,38982510,37,163279
2023-05-14,France,3706,38986216,11,163290
2023-05-15,France,2563,38988779,1,163291
2023-05-16,France,623,38989402,39,163330
2023-05-17,France,5118,38994520,31,163361
2023-05-18,France,4149,38998669,28,163389
2023-05-19,France,3908,39002577,9,163398
2023-05-20,France,740,39003317,39,163437
2023-05-21,France,3605,39006922,4,163441
2023-05-22,France,2498,39009420,2,163443
2023-05-23,France,677,39010097,45,163488
2023-05-24,France,5901,39015998,26,163514
2023-05-25,France,4905,39020903,21,163535
2023-05-26,France,4220,39025123,16,163551
2023-05-27,France,3724,39028847,19,163570
2023-05-28,France,3317,39032164,10,163580
2023-05-29,France,2284,39034448,2,163582
2023-05-30,France,592,39035040,2,163584
2023-05-31,France,902,39035942,34,163618
2023-06-01,France,5210,39041152,24,163642
2023-06-02,France,3735,39044887,20,163662
2023-06-03,France,3204,39048091,18,163680
2023-06-04,France,2797,39050888,9,163689
2023-06-05,France,2082,39052970,1,163690
2023-06-06,France,443,39053413,27,163717
2023-06-07,France,3590,39057003,14,163731
2023-06-08,France,2762,39059765,19,163750
2023-06-09,France,2603,39062368,17,163767
2023-06-10,France,2357,39064725,20,163787
2023-06-11,France,2135,39066860,4,163791
2023-06-12,France,1282,39068142,0,163791
2023-06-13,France,332,39068474,17,163808
2023-06-14,France,2631,39071105,7,163815
2023-06-15,France,2069,39073174,17,163832
2023-06-16,France,568,39073742,9,163841
2023-06-17,France,2895,39076637,14,163855
2023-06-18,France,1482,39078119,0,163855
2023-06-19,France,1080,39079199,0,163855
2023-06-20,France,270,39079469,0,163855
2023-06-21,France,0,39079469,0,163855
